time_s,dbfs,floor_dbfs,threshold_dbfs,is_above_threshold,event_fired
19.400,-29.01,-32.49,-7.49,0,0
19.500,-35.75,-32.64,-7.64,0,0
19.600,-36.22,-33.01,-8.01,0,0
19.700,-35.63,-33.60,-8.60,0,0
19.800,-36.55,-35.52,-10.52,0,0
19.900,-36.98,-35.64,-10.64,0,0
20.000,-35.83,-35.71,-10.71,0,0
20.100,-37.85,-35.76,-10.76,0,0
20.200,-31.39,-35.76,-10.76,0,0
20.300,-31.65,-35.76,-10.76,0,0
20.400,-20.09,-35.76,-10.76,0,0
20.500,-18.89,-35.76,-10.76,0,0
20.600,-29.95,-35.76,-10.76,0,0
20.700,-24.56,-35.76,-10.76,0,0
20.800,-22.91,-35.76,-10.76,0,0
20.900,-31.92,-35.76,-10.76,0,0
21.000,-29.90,-35.76,-10.76,0,0
21.100,-31.28,-35.76,-10.76,0,0
21.200,-31.37,-35.76,-10.76,0,0
21.300,-26.15,-35.76,-10.76,0,0
21.400,-21.34,-35.76,-10.76,0,0
21.500,-33.52,-35.76,-10.76,0,0
21.600,-27.96,-35.76,-10.76,0,0
21.700,-26.58,-35.76,-10.76,0,0
21.800,-17.73,-35.76,-10.76,0,0
21.900,-16.44,-35.76,-10.76,0,0
22.000,-23.87,-35.76,-10.76,0,0
22.100,-17.26,-35.76,-10.76,0,0
22.200,-22.05,-35.76,-10.76,0,0
22.300,-34.88,-35.76,-10.76,0,0
22.400,-37.76,-35.87,-10.87,0,0
22.500,-30.00,-35.87,-10.87,0,0
22.600,-33.86,-35.87,-10.87,0,0
22.700,-27.64,-35.87,-10.87,0,0
22.800,-30.24,-35.87,-10.87,0,0
22.900,-26.92,-35.87,-10.87,0,0
23.000,-28.40,-35.87,-10.87,0,0
23.100,-23.85,-35.87,-10.87,0,0
23.200,-28.88,-35.87,-10.87,0,0
23.300,-32.61,-35.87,-10.87,0,0
23.400,-37.89,-36.25,-11.25,0,0
23.500,-37.13,-36.59,-11.59,0,0
23.600,-36.92,-36.93,-11.93,0,0
23.700,-37.66,-36.99,-11.99,0,0
23.800,-37.97,-37.19,-12.19,0,0
23.900,-35.48,-37.19,-12.19,0,0
24.000,-36.63,-37.19,-12.19,0,0
24.100,-36.55,-37.19,-12.19,0,0
24.200,-35.01,-37.19,-12.19,0,0
24.300,-36.51,-37.19,-12.19,0,0
24.400,-36.29,-37.19,-12.19,0,0
24.500,-37.84,-37.67,-12.67,0,0
24.600,-36.36,-37.67,-12.67,0,0
24.700,-37.38,-37.67,-12.67,0,0
24.800,-36.19,-37.67,-12.67,0,0
24.900,-40.79,-37.77,-12.77,0,0
